province,temp_max,temp_min,precipitation,humidity,cloud,weather_type,date
Ca Mau,30,24,0.0,69,23,Sunny,12/31/2020
Ca Mau,29,23,0.0,70,39,Sunny,1/1/2021
Ca Mau,31,23,0.0,70,18,Sunny,1/2/2021
Ca Mau,32,24,0.0,74,28,Sunny,1/3/2021
Ca Mau,32,25,0.0,77,24,Sunny,1/4/2021
Ca Mau,30,25,9.8,82,49,Drizzle,1/5/2021
Ca Mau,31,25,0.3,81,39,Rain,1/6/2021
Ca Mau,32,25,1.0,78,37,Rain,1/7/2021
Ca Mau,31,25,4.0,80,38,Rain,1/8/2021
Ca Mau,32,25,1.4,79,23,Rain,1/9/2021
Ca Mau,31,25,12.4,78,35,Drizzle,1/10/2021
Ca Mau,31,24,0.1,72,25,Rain,1/11/2021
Ca Mau,30,23,0.0,68,27,Sunny,1/12/2021
Ca Mau,29,22,0.0,66,33,Sunny,1/13/2021
Ca Mau,30,24,0.2,68,65,Rain,1/14/2021
Ca Mau,29,24,1.2,74,75,Rain,1/15/2021
Ca Mau,28,24,13.6,82,70,Drizzle,1/16/2021
Ca Mau,30,24,6.9,81,65,Drizzle,1/17/2021
Ca Mau,32,24,9.8,78,49,Drizzle,1/18/2021
Ca Mau,29,24,8.4,83,65,Drizzle,1/19/2021
Ca Mau,31,24,4.0,77,47,Rain,1/20/2021
Ca Mau,32,24,4.6,76,40,Rain,1/21/2021
Ca Mau,31,25,12.6,78,48,Drizzle,1/22/2021
Ca Mau,31,24,0.7,77,41,Rain,1/23/2021
Ca Mau,31,25,4.4,76,27,Rain,1/24/2021
Ca Mau,31,25,0.3,75,24,Rain,1/25/2021
Ca Mau,32,24,0.2,74,23,Rain,1/26/2021
Ca Mau,32,25,0.2,74,30,Rain,1/27/2021
Ca Mau,31,25,7.4,78,31,Drizzle,1/28/2021
Ca Mau,32,25,13.5,79,31,Drizzle,1/29/2021
Ca Mau,32,25,2.4,77,36,Rain,1/30/2021
Ca Mau,32,25,8.7,74,30,Drizzle,1/31/2021
Ca Mau,32,25,0.0,69,24,Sunny,2/1/2021
Ca Mau,31,24,0.1,70,26,Rain,2/2/2021
Ca Mau,29,24,1.2,71,31,Rain,2/3/2021
Ca Mau,31,24,0.0,66,6,Sunny,2/4/2021
Ca Mau,31,23,0.1,64,19,Rain,2/5/2021
Ca Mau,29,23,0.0,65,15,Sunny,2/6/2021
Ca Mau,28,22,0.0,70,17,Sunny,2/7/2021
Ca Mau,29,22,0.0,71,26,Sunny,2/8/2021
Ca Mau,30,22,0.0,72,16,Sunny,2/9/2021
Ca Mau,30,22,0.1,74,32,Rain,2/10/2021
Ca Mau,28,23,0.6,76,53,Rain,2/11/2021
Ca Mau,33,23,0.0,65,26,Sunny,2/12/2021
Ca Mau,30,24,0.0,63,37,Sunny,2/13/2021
Ca Mau,33,24,0.0,67,16,Sunny,2/14/2021
Ca Mau,30,24,0.2,74,27,Rain,2/15/2021
Ca Mau,34,24,0.0,73,12,Sunny,2/16/2021
Ca Mau,32,25,3.5,73,20,Rain,2/17/2021
Ca Mau,32,25,18.5,77,41,Drizzle,2/18/2021
Ca Mau,31,25,2.6,76,36,Rain,2/19/2021
Ca Mau,31,25,0.2,74,32,Rain,2/20/2021
Ca Mau,32,24,0.5,74,40,Rain,2/21/2021
Ca Mau,33,25,0.0,72,33,Sunny,2/22/2021
Ca Mau,33,25,0.0,69,34,Sunny,2/23/2021
Ca Mau,34,25,0.0,65,12,Sunny,2/24/2021
